dateRep,day,month,year,cases,deaths,countriesAndTerritories,geoId,countryterritoryCode,popData2019,continentExp,Cumulative_number_for_14_days_of_COVID-19_cases_per_100000
14/06/2020,14,6,2020,24,1,Benin,BJ,BEN,11801151.0,Africa,1.52527495
13/06/2020,13,6,2020,83,1,Benin,BJ,BEN,11801151.0,Africa,1.38969495
12/06/2020,12,6,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,0.80500622
11/06/2020,11,6,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,0.80500622
10/06/2020,10,6,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,0.82195372
09/06/2020,9,6,2020,37,0,Benin,BJ,BEN,11801151.0,Africa,0.96600747
08/06/2020,8,6,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,0.65247873
07/06/2020,7,6,2020,7,1,Benin,BJ,BEN,11801151.0,Africa,1.12700871
06/06/2020,6,6,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,1.06769246
05/06/2020,5,6,2020,17,0,Benin,BJ,BEN,11801151.0,Africa,1.06769246
04/06/2020,4,6,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,0.96600747
03/06/2020,3,6,2020,1,0,Benin,BJ,BEN,11801151.0,Africa,0.96600747
02/06/2020,2,6,2020,11,0,Benin,BJ,BEN,11801151.0,Africa,-0.81347997
01/06/2020,1,6,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,-0.90669122
31/05/2020,31,5,2020,8,0,Benin,BJ,BEN,11801151.0,Africa,-0.90669122
30/05/2020,30,5,2020,14,0,Benin,BJ,BEN,11801151.0,Africa,-0.97448122
29/05/2020,29,5,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,-1.09311371
28/05/2020,28,5,2020,2,0,Benin,BJ,BEN,11801151.0,Africa,-0.99142872
27/05/2020,27,5,2020,17,0,Benin,BJ,BEN,11801151.0,Africa,-1.00837622
26/05/2020,26,5,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,-1.08463996
25/05/2020,25,5,2020,56,0,Benin,BJ,BEN,11801151.0,Africa,-1.08463996
24/05/2020,24,5,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,-1.26258871
23/05/2020,23,5,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,-0.90669122
22/05/2020,22,5,2020,5,1,Benin,BJ,BEN,11801151.0,Africa,-0.04236875
21/05/2020,21,5,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,0.23726499
20/05/2020,20,5,2020,-209,0,Benin,BJ,BEN,11801151.0,Africa,0.28810749
19/05/2020,19,5,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,2.05912118
18/05/2020,18,5,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,2.10996368
17/05/2020,17,5,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,2.10996368
16/05/2020,16,5,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,2.10996368
15/05/2020,15,5,2020,12,0,Benin,BJ,BEN,11801151.0,Africa,2.16080618
14/05/2020,14,5,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,2.18622743
13/05/2020,13,5,2020,8,0,Benin,BJ,BEN,11801151.0,Africa,2.22859618
12/05/2020,12,5,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,2.16080618
11/05/2020,11,5,2020,35,0,Benin,BJ,BEN,11801151.0,Africa,2.16080618
10/05/2020,10,5,2020,42,0,Benin,BJ,BEN,11801151.0,Africa,1.91506744
09/05/2020,9,5,2020,102,0,Benin,BJ,BEN,11801151.0,Africa,1.55916995
08/05/2020,8,5,2020,38,0,Benin,BJ,BEN,11801151.0,Africa,0.69484748
07/05/2020,7,5,2020,6,0,Benin,BJ,BEN,11801151.0,Africa,0.40673999
06/05/2020,6,5,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,0.35589749
05/05/2020,5,5,2020,6,0,Benin,BJ,BEN,11801151.0,Africa,0.35589749
04/05/2020,4,5,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,0.44910874
03/05/2020,3,5,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,0.44910874
02/05/2020,2,5,2020,6,0,Benin,BJ,BEN,11801151.0,Africa,0.44910874
01/05/2020,1,5,2020,15,0,Benin,BJ,BEN,11801151.0,Africa,0.39826624
30/04/2020,30,4,2020,5,1,Benin,BJ,BEN,11801151.0,Africa,0.28810749
29/04/2020,29,4,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,0.24573874
28/04/2020,28,4,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,0.24573874
27/04/2020,27,4,2020,6,0,Benin,BJ,BEN,11801151.0,Africa,0.24573874
26/04/2020,26,4,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,0.19489624
25/04/2020,25,4,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,0.19489624
24/04/2020,24,4,2020,4,0,Benin,BJ,BEN,11801151.0,Africa,0.23726499
23/04/2020,23,4,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,0.23726499
22/04/2020,22,4,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,0.23726499
21/04/2020,21,4,2020,17,0,Benin,BJ,BEN,11801151.0,Africa,0.23726499
20/04/2020,20,4,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,0.12710625
19/04/2020,19,4,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,0.17794874
18/04/2020,18,4,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,0.17794874
17/04/2020,17,4,2020,2,0,Benin,BJ,BEN,11801151.0,Africa,0.20336999
16/04/2020,16,4,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,0.18642249
15/04/2020,15,4,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,0.22879124
14/04/2020,14,4,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,0.24573874
13/04/2020,13,4,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,0.24573874
12/04/2020,12,4,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,0.24573874
11/04/2020,11,4,2020,5,0,Benin,BJ,BEN,11801151.0,Africa,0.24573874
10/04/2020,10,4,2020,4,0,Benin,BJ,BEN,11801151.0,Africa,0.20336999
09/04/2020,9,4,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,0.17794874
08/04/2020,8,4,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,0.17794874
07/04/2020,7,4,2020,4,1,Benin,BJ,BEN,11801151.0,Africa,0.17794874
06/04/2020,6,4,2020,6,0,Benin,BJ,BEN,11801151.0,Africa,0.16947499
05/04/2020,5,4,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,0.1186325
04/04/2020,4,4,2020,3,0,Benin,BJ,BEN,11801151.0,Africa,0.1186325
03/04/2020,3,4,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,0.09321125
02/04/2020,2,4,2020,5,0,Benin,BJ,BEN,11801151.0,Africa,0.101685
01/04/2020,1,4,2020,2,0,Benin,BJ,BEN,11801151.0,Africa,0.05931625
31/03/2020,31,3,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,0.04236875
30/03/2020,30,3,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,0.0508425
29/03/2020,29,3,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,
28/03/2020,28,3,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,
27/03/2020,27,3,2020,1,0,Benin,BJ,BEN,11801151.0,Africa,
26/03/2020,26,3,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,
25/03/2020,25,3,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,
24/03/2020,24,3,2020,3,0,Benin,BJ,BEN,11801151.0,Africa,
23/03/2020,23,3,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,
22/03/2020,22,3,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,
21/03/2020,21,3,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,
20/03/2020,20,3,2020,1,0,Benin,BJ,BEN,11801151.0,Africa,
19/03/2020,19,3,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,
18/03/2020,18,3,2020,0,0,Benin,BJ,BEN,11801151.0,Africa,
17/03/2020,17,3,2020,1,0,Benin,BJ,BEN,11801151.0,Africa,
01/10/2020,1,10,2020,0,0,Bermuda,BM,BMU,62508.0,America,4.79938568
30/09/2020,30,9,2020,0,0,Bermuda,BM,BMU,62508.0,America,6.3991809
29/09/2020,29,9,2020,0,0,Bermuda,BM,BMU,62508.0,America,6.3991809
28/09/2020,28,9,2020,0,0,Bermuda,BM,BMU,62508.0,America,6.3991809
27/09/2020,27,9,2020,0,0,Bermuda,BM,BMU,62508.0,America,6.3991809
26/09/2020,26,9,2020,0,0,Bermuda,BM,BMU,62508.0,America,6.3991809
25/09/2020,25,9,2020,0,0,Bermuda,BM,BMU,62508.0,America,6.3991809
24/09/2020,24,9,2020,1,0,Bermuda,BM,BMU,62508.0,America,6.3991809
23/09/2020,23,9,2020,0,0,Bermuda,BM,BMU,62508.0,America,7.99897613
22/09/2020,22,9,2020,0,0,Bermuda,BM,BMU,62508.0,America,7.99897613
21/09/2020,21,9,2020,0,0,Bermuda,BM,BMU,62508.0,America,7.99897613
20/09/2020,20,9,2020,2,0,Bermuda,BM,BMU,62508.0,America,7.99897613
19/09/2020,19,9,2020,0,0,Bermuda,BM,BMU,62508.0,America,6.3991809
18/09/2020,18,9,2020,0,0,Bermuda,BM,BMU,62508.0,America,6.3991809
17/09/2020,17,9,2020,1,0,Bermuda,BM,BMU,62508.0,America,9.59877136
16/09/2020,16,9,2020,0,0,Bermuda,BM,BMU,62508.0,America,7.99897613
15/09/2020,15,9,2020,0,0,Bermuda,BM,BMU,62508.0,America,7.99897613
14/09/2020,14,9,2020,0,0,Bermuda,BM,BMU,62508.0,America,12.79836181
13/09/2020,13,9,2020,0,0,Bermuda,BM,BMU,62508.0,America,12.79836181
12/09/2020,12,9,2020,0,0,Bermuda,BM,BMU,62508.0,America,14.39815704
11/09/2020,11,9,2020,0,0,Bermuda,BM,BMU,62508.0,America,14.39815704
10/09/2020,10,9,2020,2,0,Bermuda,BM,BMU,62508.0,America,14.39815704
09/09/2020,9,9,2020,0,0,Bermuda,BM,BMU,62508.0,America,11.19856658
08/09/2020,8,9,2020,0,0,Bermuda,BM,BMU,62508.0,America,11.19856658
07/09/2020,7,9,2020,0,0,Bermuda,BM,BMU,62508.0,America,12.79836181
06/09/2020,6,9,2020,1,0,Bermuda,BM,BMU,62508.0,America,12.79836181
05/09/2020,5,9,2020,0,0,Bermuda,BM,BMU,62508.0,America,11.19856658
04/09/2020,4,9,2020,2,0,Bermuda,BM,BMU,62508.0,America,12.79836181
03/09/2020,3,9,2020,0,0,Bermuda,BM,BMU,62508.0,America,9.59877136
02/09/2020,2,9,2020,0,0,Bermuda,BM,BMU,62508.0,America,9.59877136
01/09/2020,1,9,2020,3,0,Bermuda,BM,BMU,62508.0,America,9.59877136
31/08/2020,31,8,2020,0,0,Bermuda,BM,BMU,62508.0,America,11.19856658
30/08/2020,30,8,2020,1,0,Bermuda,BM,BMU,62508.0,America,11.19856658
29/08/2020,29,8,2020,0,0,Bermuda,BM,BMU,62508.0,America,14.39815704
28/08/2020,28,8,2020,0,0,Bermuda,BM,BMU,62508.0,America,14.39815704
27/08/2020,27,8,2020,0,0,Bermuda,BM,BMU,62508.0,America,14.39815704
26/08/2020,26,8,2020,0,0,Bermuda,BM,BMU,62508.0,America,14.39815704
25/08/2020,25,8,2020,1,0,Bermuda,BM,BMU,62508.0,America,14.39815704
24/08/2020,24,8,2020,0,0,Bermuda,BM,BMU,62508.0,America,14.39815704
23/08/2020,23,8,2020,0,0,Bermuda,BM,BMU,62508.0,America,15.99795226
22/08/2020,22,8,2020,1,0,Bermuda,BM,BMU,62508.0,America,15.99795226
21/08/2020,21,8,2020,0,0,Bermuda,BM,BMU,62508.0,America,14.39815704
20/08/2020,20,8,2020,0,0,Bermuda,BM,BMU,62508.0,America,14.39815704
19/08/2020,19,8,2020,0,0,Bermuda,BM,BMU,62508.0,America,14.39815704
18/08/2020,18,8,2020,4,0,Bermuda,BM,BMU,62508.0,America,14.39815704
17/08/2020,17,8,2020,0,0,Bermuda,BM,BMU,62508.0,America,9.59877136
16/08/2020,16,8,2020,3,0,Bermuda,BM,BMU,62508.0,America,9.59877136
15/08/2020,15,8,2020,0,0,Bermuda,BM,BMU,62508.0,America,4.79938568
14/08/2020,14,8,2020,0,0,Bermuda,BM,BMU,62508.0,America,4.79938568
13/08/2020,13,8,2020,0,0,Bermuda,BM,BMU,62508.0,America,4.79938568
12/08/2020,12,8,2020,0,0,Bermuda,BM,BMU,62508.0,America,4.79938568
11/08/2020,11,8,2020,1,0,Bermuda,BM,BMU,62508.0,America,7.99897613
10/08/2020,10,8,2020,1,0,Bermuda,BM,BMU,62508.0,America,6.3991809
09/08/2020,9,8,2020,0,0,Bermuda,BM,BMU,62508.0,America,6.3991809
08/08/2020,8,8,2020,0,0,Bermuda,BM,BMU,62508.0,America,6.3991809
07/08/2020,7,8,2020,0,0,Bermuda,BM,BMU,62508.0,America,6.3991809
06/08/2020,6,8,2020,0,0,Bermuda,BM,BMU,62508.0,America,6.3991809
05/08/2020,5,8,2020,0,0,Bermuda,BM,BMU,62508.0,America,6.3991809
04/08/2020,4,8,2020,1,0,Bermuda,BM,BMU,62508.0,America,6.3991809
03/08/2020,3,8,2020,0,0,Bermuda,BM,BMU,62508.0,America,4.79938568
02/08/2020,2,8,2020,0,0,Bermuda,BM,BMU,62508.0,America,4.79938568
01/08/2020,1,8,2020,0,0,Bermuda,BM,BMU,62508.0,America,6.3991809
31/07/2020,31,7,2020,0,0,Bermuda,BM,BMU,62508.0,America,6.3991809
30/07/2020,30,7,2020,0,0,Bermuda,BM,BMU,62508.0,America,9.59877136
29/07/2020,29,7,2020,2,0,Bermuda,BM,BMU,62508.0,America,9.59877136
28/07/2020,28,7,2020,0,0,Bermuda,BM,BMU,62508.0,America,6.3991809
27/07/2020,27,7,2020,1,0,Bermuda,BM,BMU,62508.0,America,6.3991809
26/07/2020,26,7,2020,0,0,Bermuda,BM,BMU,62508.0,America,4.79938568
25/07/2020,25,7,2020,0,0,Bermuda,BM,BMU,62508.0,America,4.79938568
24/07/2020,24,7,2020,0,0,Bermuda,BM,BMU,62508.0,America,6.3991809
23/07/2020,23,7,2020,0,0,Bermuda,BM,BMU,62508.0,America,6.3991809
22/07/2020,22,7,2020,0,0,Bermuda,BM,BMU,62508.0,America,7.99897613
21/07/2020,21,7,2020,0,0,Bermuda,BM,BMU,62508.0,America,11.19856658
20/07/2020,20,7,2020,0,0,Bermuda,BM,BMU,62508.0,America,11.19856658
19/07/2020,19,7,2020,1,0,Bermuda,BM,BMU,62508.0,America,11.19856658
18/07/2020,18,7,2020,0,0,Bermuda,BM,BMU,62508.0,America,9.59877136
17/07/2020,17,7,2020,2,0,Bermuda,BM,BMU,62508.0,America,9.59877136
16/07/2020,16,7,2020,0,0,Bermuda,BM,BMU,62508.0,America,6.3991809
15/07/2020,15,7,2020,0,0,Bermuda,BM,BMU,62508.0,America,6.3991809
14/07/2020,14,7,2020,0,0,Bermuda,BM,BMU,62508.0,America,6.3991809
13/07/2020,13,7,2020,0,0,Bermuda,BM,BMU,62508.0,America,6.3991809
12/07/2020,12,7,2020,0,0,Bermuda,BM,BMU,62508.0,America,6.3991809
11/07/2020,11,7,2020,1,0,Bermuda,BM,BMU,62508.0,America,6.3991809
10/07/2020,10,7,2020,0,0,Bermuda,BM,BMU,62508.0,America,4.79938568
09/07/2020,9,7,2020,1,0,Bermuda,BM,BMU,62508.0,America,4.79938568
08/07/2020,8,7,2020,2,0,Bermuda,BM,BMU,62508.0,America,3.19959045
07/07/2020,7,7,2020,0,0,Bermuda,BM,BMU,62508.0,America,0.0
06/07/2020,6,7,2020,0,0,Bermuda,BM,BMU,62508.0,America,0.0
05/07/2020,5,7,2020,0,0,Bermuda,BM,BMU,62508.0,America,0.0
04/07/2020,4,7,2020,0,0,Bermuda,BM,BMU,62508.0,America,0.0
03/07/2020,3,7,2020,0,0,Bermuda,BM,BMU,62508.0,America,3.19959045
02/07/2020,2,7,2020,0,0,Bermuda,BM,BMU,62508.0,America,3.19959045
01/07/2020,1,7,2020,0,0,Bermuda,BM,BMU,62508.0,America,3.19959045
30/06/2020,30,6,2020,0,0,Bermuda,BM,BMU,62508.0,America,3.19959045
29/06/2020,29,6,2020,0,0,Bermuda,BM,BMU,62508.0,America,3.19959045
28/06/2020,28,6,2020,0,0,Bermuda,BM,BMU,62508.0,America,3.19959045
27/06/2020,27,6,2020,0,0,Bermuda,BM,BMU,62508.0,America,6.3991809
26/06/2020,26,6,2020,0,0,Bermuda,BM,BMU,62508.0,America,7.99897613
25/06/2020,25,6,2020,0,0,Bermuda,BM,BMU,62508.0,America,7.99897613
24/06/2020,24,6,2020,0,0,Bermuda,BM,BMU,62508.0,America,7.99897613
23/06/2020,23,6,2020,0,0,Bermuda,BM,BMU,62508.0,America,7.99897613
22/06/2020,22,6,2020,0,0,Bermuda,BM,BMU,62508.0,America,7.99897613
21/06/2020,21,6,2020,0,0,Bermuda,BM,BMU,62508.0,America,7.99897613
20/06/2020,20,6,2020,2,0,Bermuda,BM,BMU,62508.0,America,7.99897613
19/06/2020,19,6,2020,0,0,Bermuda,BM,BMU,62508.0,America,4.79938568
18/06/2020,18,6,2020,0,0,Bermuda,BM,BMU,62508.0,America,4.79938568
17/06/2020,17,6,2020,0,0,Bermuda,BM,BMU,62508.0,America,4.79938568
16/06/2020,16,6,2020,0,0,Bermuda,BM,BMU,62508.0,America,4.79938568
15/06/2020,15,6,2020,0,0,Bermuda,BM,BMU,62508.0,America,6.3991809
14/06/2020,14,6,2020,2,0,Bermuda,BM,BMU,62508.0,America,6.3991809
13/06/2020,13,6,2020,1,0,Bermuda,BM,BMU,62508.0,America,3.19959045
12/06/2020,12,6,2020,0,0,Bermuda,BM,BMU,62508.0,America,1.59979523
11/06/2020,11,6,2020,0,0,Bermuda,BM,BMU,62508.0,America,3.19959045
10/06/2020,10,6,2020,0,0,Bermuda,BM,BMU,62508.0,America,3.19959045
09/06/2020,9,6,2020,0,0,Bermuda,BM,BMU,62508.0,America,12.79836181
08/06/2020,8,6,2020,0,0,Bermuda,BM,BMU,62508.0,America,12.79836181
07/06/2020,7,6,2020,0,0,Bermuda,BM,BMU,62508.0,America,12.79836181
06/06/2020,6,6,2020,0,0,Bermuda,BM,BMU,62508.0,America,20.79733794
05/06/2020,5,6,2020,0,0,Bermuda,BM,BMU,62508.0,America,25.59672362
04/06/2020,4,6,2020,0,0,Bermuda,BM,BMU,62508.0,America,25.59672362
03/06/2020,3,6,2020,0,0,Bermuda,BM,BMU,62508.0,America,25.59672362
02/06/2020,2,6,2020,1,0,Bermuda,BM,BMU,62508.0,America,25.59672362
01/06/2020,1,6,2020,0,0,Bermuda,BM,BMU,62508.0,America,27.19651885
31/05/2020,31,5,2020,0,0,Bermuda,BM,BMU,62508.0,America,27.19651885
30/05/2020,30,5,2020,0,0,Bermuda,BM,BMU,62508.0,America,27.19651885
29/05/2020,29,5,2020,1,0,Bermuda,BM,BMU,62508.0,America,28.79631407
28/05/2020,28,5,2020,0,0,Bermuda,BM,BMU,62508.0,America,28.79631407
27/05/2020,27,5,2020,6,0,Bermuda,BM,BMU,62508.0,America,28.79631407
26/05/2020,26,5,2020,0,0,Bermuda,BM,BMU,62508.0,America,22.39713317
25/05/2020,25,5,2020,0,0,Bermuda,BM,BMU,62508.0,America,23.99692839
24/05/2020,24,5,2020,5,0,Bermuda,BM,BMU,62508.0,America,23.99692839
23/05/2020,23,5,2020,3,0,Bermuda,BM,BMU,62508.0,America,15.99795226
22/05/2020,22,5,2020,0,0,Bermuda,BM,BMU,62508.0,America,11.19856658
21/05/2020,21,5,2020,0,0,Bermuda,BM,BMU,62508.0,America,11.19856658
20/05/2020,20,5,2020,0,0,Bermuda,BM,BMU,62508.0,America,15.99795226
19/05/2020,19,5,2020,2,0,Bermuda,BM,BMU,62508.0,America,15.99795226
18/05/2020,18,5,2020,0,0,Bermuda,BM,BMU,62508.0,America,12.79836181
17/05/2020,17,5,2020,0,0,Bermuda,BM,BMU,62508.0,America,14.39815704
16/05/2020,16,5,2020,1,0,Bermuda,BM,BMU,62508.0,America,14.39815704
15/05/2020,15,5,2020,1,1,Bermuda,BM,BMU,62508.0,America,12.79836181
14/05/2020,14,5,2020,0,0,Bermuda,BM,BMU,62508.0,America,15.99795226
13/05/2020,13,5,2020,2,0,Bermuda,BM,BMU,62508.0,America,17.59774749
12/05/2020,12,5,2020,1,1,Bermuda,BM,BMU,62508.0,America,14.39815704
11/05/2020,11,5,2020,0,0,Bermuda,BM,BMU,62508.0,America,14.39815704
10/05/2020,10,5,2020,0,0,Bermuda,BM,BMU,62508.0,America,30.3961093
09/05/2020,9,5,2020,0,0,Bermuda,BM,BMU,62508.0,America,30.3961093
08/05/2020,8,5,2020,0,0,Bermuda,BM,BMU,62508.0,America,30.3961093
07/05/2020,7,5,2020,3,0,Bermuda,BM,BMU,62508.0,America,30.3961093
06/05/2020,6,5,2020,0,0,Bermuda,BM,BMU,62508.0,America,27.19651885
05/05/2020,5,5,2020,0,0,Bermuda,BM,BMU,62508.0,America,46.39406156
04/05/2020,4,5,2020,1,0,Bermuda,BM,BMU,62508.0,America,46.39406156
03/05/2020,3,5,2020,0,1,Bermuda,BM,BMU,62508.0,America,44.79426633
02/05/2020,2,5,2020,0,0,Bermuda,BM,BMU,62508.0,America,49.59365201
01/05/2020,1,5,2020,3,0,Bermuda,BM,BMU,62508.0,America,49.59365201
30/04/2020,30,4,2020,1,0,Bermuda,BM,BMU,62508.0,America,47.99385679
29/04/2020,29,4,2020,0,0,Bermuda,BM,BMU,62508.0,America,84.78914699
28/04/2020,28,4,2020,1,1,Bermuda,BM,BMU,62508.0,America,84.78914699
27/04/2020,27,4,2020,10,0,Bermuda,BM,BMU,62508.0,America,83.18935176
26/04/2020,26,4,2020,0,0,Bermuda,BM,BMU,62508.0,America,78.38996608
25/04/2020,25,4,2020,0,0,Bermuda,BM,BMU,62508.0,America,81.58955654
24/04/2020,24,4,2020,0,0,Bermuda,BM,BMU,62508.0,America,81.58955654
23/04/2020,23,4,2020,1,0,Bermuda,BM,BMU,62508.0,America,95.98771357
22/04/2020,22,4,2020,12,0,Bermuda,BM,BMU,62508.0,America,94.38791835
21/04/2020,21,4,2020,0,0,Bermuda,BM,BMU,62508.0,America,75.19037563
20/04/2020,20,4,2020,0,0,Bermuda,BM,BMU,62508.0,America,78.38996608
19/04/2020,19,4,2020,3,0,Bermuda,BM,BMU,62508.0,America,78.38996608
18/04/2020,18,4,2020,0,0,Bermuda,BM,BMU,62508.0,America,76.79017086
17/04/2020,17,4,2020,2,0,Bermuda,BM,BMU,62508.0,America,76.79017086
16/04/2020,16,4,2020,24,0,Bermuda,BM,BMU,62508.0,America,78.38996608
15/04/2020,15,4,2020,0,1,Bermuda,BM,BMU,62508.0,America,39.99488066
14/04/2020,14,4,2020,0,0,Bermuda,BM,BMU,62508.0,America,47.99385679
13/04/2020,13,4,2020,7,0,Bermuda,BM,BMU,62508.0,America,55.99283292
12/04/2020,12,4,2020,2,0,Bermuda,BM,BMU,62508.0,America,44.79426633
11/04/2020,11,4,2020,0,0,Bermuda,BM,BMU,62508.0,America,49.59365201
10/04/2020,10,4,2020,9,1,Bermuda,BM,BMU,62508.0,America,52.79324246
09/04/2020,9,4,2020,0,1,Bermuda,BM,BMU,62508.0,America,52.79324246
08/04/2020,8,4,2020,0,0,Bermuda,BM,BMU,62508.0,America,52.79324246
07/04/2020,7,4,2020,2,2,Bermuda,BM,BMU,62508.0,America,52.79324246
06/04/2020,6,4,2020,0,0,Bermuda,BM,BMU,62508.0,America,49.59365201
05/04/2020,5,4,2020,2,0,Bermuda,BM,BMU,62508.0,America,55.99283292
04/04/2020,4,4,2020,0,0,Bermuda,BM,BMU,62508.0,America,52.79324246
03/04/2020,3,4,2020,3,0,Bermuda,BM,BMU,62508.0,America,52.79324246
02/04/2020,2,4,2020,0,0,Bermuda,BM,BMU,62508.0,America,51.19344724
01/04/2020,1,4,2020,5,0,Bermuda,BM,BMU,62508.0,America,
31/03/2020,31,3,2020,5,0,Bermuda,BM,BMU,62508.0,America,
30/03/2020,30,3,2020,0,0,Bermuda,BM,BMU,62508.0,America,
29/03/2020,29,3,2020,5,0,Bermuda,BM,BMU,62508.0,America,
28/03/2020,28,3,2020,2,0,Bermuda,BM,BMU,62508.0,America,
27/03/2020,27,3,2020,9,0,Bermuda,BM,BMU,62508.0,America,
26/03/2020,26,3,2020,0,0,Bermuda,BM,BMU,62508.0,America,
25/03/2020,25,3,2020,0,0,Bermuda,BM,BMU,62508.0,America,
24/03/2020,24,3,2020,0,0,Bermuda,BM,BMU,62508.0,America,
23/03/2020,23,3,2020,4,0,Bermuda,BM,BMU,62508.0,America,
22/03/2020,22,3,2020,0,0,Bermuda,BM,BMU,62508.0,America,
21/03/2020,21,3,2020,0,0,Bermuda,BM,BMU,62508.0,America,
20/03/2020,20,3,2020,2,0,Bermuda,BM,BMU,62508.0,America,
01/10/2020,1,10,2020,1,0,Bhutan,BT,BTN,763094.0,Asia,4.71763636
30/09/2020,30,9,2020,1,0,Bhutan,BT,BTN,763094.0,Asia,4.586590900000001
29/09/2020,29,9,2020,7,0,Bhutan,BT,BTN,763094.0,Asia,4.45554545
28/09/2020,28,9,2020,2,0,Bhutan,BT,BTN,763094.0,Asia,3.66927272
27/09/2020,27,9,2020,8,0,Bhutan,BT,BTN,763094.0,Asia,3.53822727
26/09/2020,26,9,2020,0,0,Bhutan,BT,BTN,763094.0,Asia,2.883
25/09/2020,25,9,2020,2,0,Bhutan,BT,BTN,763094.0,Asia,3.27613636
24/09/2020,24,9,2020,0,0,Bhutan,BT,BTN,763094.0,Asia,3.53822727
23/09/2020,23,9,2020,0,0,Bhutan,BT,BTN,763094.0,Asia,3.53822727
22/09/2020,22,9,2020,0,0,Bhutan,BT,BTN,763094.0,Asia,3.66927272
21/09/2020,21,9,2020,2,0,Bhutan,BT,BTN,763094.0,Asia,4.06240909
20/09/2020,20,9,2020,1,0,Bhutan,BT,BTN,763094.0,Asia,4.06240909
19/09/2020,19,9,2020,6,0,Bhutan,BT,BTN,763094.0,Asia,3.93136363
18/09/2020,18,9,2020,6,0,Bhutan,BT,BTN,763094.0,Asia,3.27613636
17/09/2020,17,9,2020,0,0,Bhutan,BT,BTN,763094.0,Asia,2.48986363
16/09/2020,16,9,2020,0,0,Bhutan,BT,BTN,763094.0,Asia,2.48986363
15/09/2020,15,9,2020,1,0,Bhutan,BT,BTN,763094.0,Asia,2.75195454
14/09/2020,14,9,2020,1,0,Bhutan,BT,BTN,763094.0,Asia,2.75195454
13/09/2020,13,9,2020,3,0,Bhutan,BT,BTN,763094.0,Asia,6.42122727
12/09/2020,12,9,2020,3,0,Bhutan,BT,BTN,763094.0,Asia,6.0280909000000005
11/09/2020,11,9,2020,4,0,Bhutan,BT,BTN,763094.0,Asia,7.07645454
10/09/2020,10,9,2020,0,0,Bhutan,BT,BTN,763094.0,Asia,6.68331818
09/09/2020,9,9,2020,1,0,Bhutan,BT,BTN,763094.0,Asia,7.99377272
08/09/2020,8,9,2020,3,0,Bhutan,BT,BTN,763094.0,Asia,10.09049999
07/09/2020,7,9,2020,2,0,Bhutan,BT,BTN,763094.0,Asia,9.82840908
06/09/2020,6,9,2020,0,0,Bhutan,BT,BTN,763094.0,Asia,9.56631817
05/09/2020,5,9,2020,1,0,Bhutan,BT,BTN,763094.0,Asia,9.82840908
